id_subsistema;nom_subsistema;ear_data;ear_max_subsistema;ear_verif_subsistema_mwmes;ear_verif_subsistema_percentual
SE;SUDESTE;2022-10-22;204615.32812500;103206.50781250;50.43930054
S;SUL;2022-10-22;20459.24218750;18803.11718750;91.90519714
NE;NORDESTE;2022-10-23;51691.22656250;32064.06250000;62.02999878
N;NORTE;2022-10-23;15302.39648438;9771.07910156;63.85329819
SE;SUDESTE;2022-10-23;204615.32812500;103217.71093750;50.44480133
S;SUL;2022-10-23;20459.24218750;18832.27148438;92.04769897
NE;NORDESTE;2022-10-24;51691.22656250;31955.10351563;61.81919861
N;NORTE;2022-10-24;15302.39648438;9678.86425781;63.25059891
SE;SUDESTE;2022-10-24;204615.32812500;103046.07812500;50.36090088
S;SUL;2022-10-24;20459.24218750;18837.35742188;92.07260132
NE;NORDESTE;2022-10-25;51691.22656250;31826.01367188;61.56949997
N;NORTE;2022-10-25;15302.39648438;9588.59863281;62.66080093
SE;SUDESTE;2022-10-25;204615.32812500;102828.57031250;50.25460052
S;SUL;2022-10-25;20459.24218750;18867.79492188;92.22139740
NE;NORDESTE;2022-10-26;51691.22656250;31670.56835938;61.26869965
N;NORTE;2022-10-26;15302.39648438;9448.69042969;61.74649811
SE;SUDESTE;2022-10-26;204615.32812500;102468.14843750;50.07839966
S;SUL;2022-10-26;20459.24218750;18864.50976563;92.20529938
NE;NORDESTE;2022-10-27;51691.22656250;31574.48828125;61.08290100
N;NORTE;2022-10-27;15302.39648438;9317.04492188;60.88619995
SE;SUDESTE;2022-10-27;204615.32812500;102182.51562500;49.93880081
S;SUL;2022-10-27;20459.24218750;18835.20703125;92.06210327
NE;NORDESTE;2022-10-28;51691.22656250;31478.30664063;60.89680099
N;NORTE;2022-10-28;15302.39648438;9220.85644531;60.25759888
SE;SUDESTE;2022-10-28;204615.32812500;101925.98437500;49.81349945
S;SUL;2022-10-28;20459.24218750;18705.77734375;91.42949677
NE;NORDESTE;2022-10-29;51691.22656250;31393.73437500;60.73320007
N;NORTE;2022-10-29;15302.39648438;9128.06152344;59.65119934
SE;SUDESTE;2022-10-29;204615.32812500;101817.01562500;49.76020050
S;SUL;2022-10-29;20459.24218750;18701.01562500;91.40619659
NE;NORDESTE;2022-10-30;51691.22656250;31317.34765625;60.58539963
N;NORTE;2022-10-30;15302.39648438;9065.55566406;59.24269867
SE;SUDESTE;2022-10-30;204615.32812500;101763.03125000;49.73379898
S;SUL;2022-10-30;20459.24218750;18738.01757813;91.58709717
NE;NORDESTE;2022-10-31;51691.22656250;31182.13085938;60.32379913
N;NORTE;2022-10-31;15302.39648438;8876.55175781;58.00759888
SE;SUDESTE;2022-10-31;204615.32812500;101491.77343750;49.60129929
S;SUL;2022-10-31;20459.24218750;18750.98046875;91.65039825
NE;NORDESTE;2022-11-01;51691.22656250;31069.01757813;60.10499954
N;NORTE;2022-11-01;15302.39648438;8719.07910156;56.97850037
SE;SUDESTE;2022-11-01;204615.32812500;101526.01562500;49.61800003
S;SUL;2022-11-01;20459.24218750;18737.84179688;91.58619690
NE;NORDESTE;2022-11-02;51691.22656250;31050.11718750;60.06840134
N;NORTE;2022-11-02;15302.39648438;8695.94824219;56.82740021
SE;SUDESTE;2022-11-02;204615.32812500;101826.78906250;49.76499939
S;SUL;2022-11-02;20459.24218750;18800.38476563;91.89189911
NE;NORDESTE;2022-11-03;51691.22656250;31128.10742188;60.21929932
N;NORTE;2022-11-03;15302.39648438;8670.89941406;56.66370010
SE;SUDESTE;2022-11-03;204615.32812500;101662.75000000;49.68479919
S;SUL;2022-11-03;20459.24218750;18780.68554688;91.79560089
NE;NORDESTE;2022-11-04;51691.22656250;31259.68554688;60.47389984
N;NORTE;2022-11-04;15302.39648438;8657.59667969;56.57669830
SE;SUDESTE;2022-11-04;204615.32812500;101445.28906250;49.57849884
S;SUL;2022-11-04;20459.24218750;18748.79492188;91.63970184
NE;NORDESTE;2022-11-05;51691.22656250;31355.33984375;60.65890121
N;NORTE;2022-11-05;15302.39648438;8635.35839844;56.43140030
SE;SUDESTE;2022-11-05;204615.32812500;101433.92187500;49.57300186
S;SUL;2022-11-05;20459.24218750;18758.93750000;91.68930054
NE;NORDESTE;2022-11-06;51691.22656250;31423.50000000;60.79079819
N;NORTE;2022-11-06;15302.39648438;8642.80761719;56.48009872
SE;SUDESTE;2022-11-06;204615.32812500;101400.70312500;49.55670166
S;SUL;2022-11-06;20459.24218750;18762.10546875;91.70480347
NE;NORDESTE;2022-11-07;51691.22656250;31431.00390625;60.80530167
N;NORTE;2022-11-07;15302.39648438;8653.97460938;56.55310059
SE;SUDESTE;2022-11-07;204615.32812500;101123.10156250;49.42110062
S;SUL;2022-11-07;20459.24218750;18764.38671875;91.71589661
NE;NORDESTE;2022-11-08;51691.22656250;31375.08789063;60.69710159
N;NORTE;2022-11-08;15302.39648438;8661.99414063;56.60549927
SE;SUDESTE;2022-11-08;204615.32812500;100842.25781250;49.28379822
S;SUL;2022-11-08;20459.24218750;18689.18164063;91.34839630
NE;NORDESTE;2022-11-09;51691.22656250;31270.62695313;60.49499893
N;NORTE;2022-11-09;15302.39648438;8671.05761719;56.66469955
SE;SUDESTE;2022-11-09;204615.32812500;100564.64843750;49.14820099
S;SUL;2022-11-09;20459.24218750;18562.29687500;90.72820282
NE;NORDESTE;2022-11-10;51691.22656250;31143.40820313;60.24890137
N;NORTE;2022-11-10;15302.39648438;8669.21582031;56.65269852
SE;SUDESTE;2022-11-10;204615.32812500;100179.82031250;48.96009827
S;SUL;2022-11-10;20459.24218750;18421.93359375;90.04209900
NE;NORDESTE;2022-11-11;51691.22656250;31082.78710938;60.13159943
N;NORTE;2022-11-11;15302.39648438;8636.96191406;56.44189835
SE;SUDESTE;2022-11-11;204615.32812500;99788.99218750;48.76910019
S;SUL;2022-11-11;20459.24218750;18274.16796875;89.31990051
NE;NORDESTE;2022-11-12;51691.22656250;31054.09179688;60.07609940
N;NORTE;2022-11-12;15302.39648438;8623.93164063;56.35670090
SE;SUDESTE;2022-11-12;204615.32812500;99602.90625000;48.67810059
S;SUL;2022-11-12;20459.24218750;18180.95703125;88.86430359
NE;NORDESTE;2022-11-13;51691.22656250;31046.86328125;60.06219864
N;NORTE;2022-11-13;15302.39648438;8628.25292969;56.38499832
SE;SUDESTE;2022-11-13;204615.32812500;99669.96875000;48.71089935
S;SUL;2022-11-13;20459.24218750;18211.80078125;89.01499939
NE;NORDESTE;2022-11-14;51691.22656250;31053.18359375;60.07440186
N;NORTE;2022-11-14;15302.39648438;8576.24707031;56.04510117
SE;SUDESTE;2022-11-14;204615.32812500;99445.80468750;48.60129929
S;SUL;2022-11-14;20459.24218750;18120.16015625;88.56710052
NE;NORDESTE;2022-11-15;51691.22656250;31046.40429688;60.06129837
N;NORTE;2022-11-15;15302.39648438;8532.25097656;55.75759888
SE;SUDESTE;2022-11-15;204615.32812500;99556.60156250;48.65549850
S;SUL;2022-11-15;20459.24218750;18049.20117188;88.22029877
NE;NORDESTE;2022-11-16;51691.22656250;31029.39648438;60.02840042
N;NORTE;2022-11-16;15302.39648438;8488.28320313;55.47029877
SE;SUDESTE;2022-11-16;204615.32812500;99361.70312500;48.56019974
S;SUL;2022-11-16;20459.24218750;17924.43554688;87.61049652
NE;NORDESTE;2022-11-17;51691.22656250;31007.47460938;59.98600006
N;NORTE;2022-11-17;15302.39648438;8453.25195313;55.24140167
SE;SUDESTE;2022-11-17;204615.32812500;99007.48437500;48.38710022
S;SUL;2022-11-17;20459.24218750;17817.97460938;87.09010315
NE;NORDESTE;2022-11-18;51691.22656250;30937.35156250;59.85029984
N;NORTE;2022-11-18;15302.39648438;8386.74707031;54.80680084
SE;SUDESTE;2022-11-18;204615.32812500;98524.52343750;48.15110016
S;SUL;2022-11-18;20459.24218750;17646.46093750;86.25180054
NE;NORDESTE;2022-11-19;51691.22656250;30957.00781250;59.88830185
N;NORTE;2022-11-19;15302.39648438;8323.12402344;54.39099884
SE;SUDESTE;2022-11-19;204615.32812500;98436.16406250;48.10789871
S;SUL;2022-11-19;20459.24218750;17557.29687500;85.81600189
NE;NORDESTE;2022-11-20;51691.22656250;30948.49414063;59.87189865
N;NORTE;2022-11-20;15302.39648438;8284.35253906;54.13759995
SE;SUDESTE;2022-11-20;204615.32812500;98393.78125000;48.08720016
S;SUL;2022-11-20;20459.24218750;17459.88085938;85.33979797
NE;NORDESTE;2022-11-21;51691.22656250;30901.81250000;59.78150177
N;NORTE;2022-11-21;15302.39648438;8216.66406250;53.69530106
SE;SUDESTE;2022-11-21;204615.32812500;97792.62500000;47.79339981
S;SUL;2022-11-21;20459.24218750;17300.35937500;84.56009674
NE;NORDESTE;2022-11-22;51691.22656250;30829.09960938;59.64089966
N;NORTE;2022-11-22;15302.39648438;8140.70117188;53.19889832
SE;SUDESTE;2022-11-22;204615.32812500;97370.81250000;47.58729935
S;SUL;2022-11-22;20459.24218750;17129.95703125;83.72720337
NE;NORDESTE;2022-11-23;51691.22656250;30771.26757813;59.52899933
N;NORTE;2022-11-23;15302.39648438;8074.35888672;52.76530075
SE;SUDESTE;2022-11-23;204615.32812500;96891.26562500;47.35290146
S;SUL;2022-11-23;20459.24218750;16915.67382813;82.67990112
NE;NORDESTE;2022-11-24;51691.22656250;30700.54882813;59.39220047
N;NORTE;2022-11-24;15302.39648438;8009.54492188;52.34180069
SE;SUDESTE;2022-11-24;204615.32812500;96569.02343750;47.19540024
S;SUL;2022-11-24;20459.24218750;16763.46289063;81.93589783
NE;NORDESTE;2022-11-25;51691.22656250;30607.50976563;59.21220016
N;NORTE;2022-11-25;15302.39648438;7975.05908203;52.11640167
SE;SUDESTE;2022-11-25;204615.32812500;96288.31250000;47.05820084
S;SUL;2022-11-25;20459.24218750;16572.79492188;81.00399780
NE;NORDESTE;2022-11-26;51691.22656250;30543.19335938;59.08779907
N;NORTE;2022-11-26;15302.39648438;7964.64306641;52.04830170
SE;SUDESTE;2022-11-26;204615.32812500;96125.16406250;46.97850037
S;SUL;2022-11-26;20459.24218750;16393.72656250;80.12870026
NE;NORDESTE;2022-11-27;51691.22656250;30481.75976563;58.96889877
N;NORTE;2022-11-27;15302.39648438;7957.39697266;52.00099945
SE;SUDESTE;2022-11-27;204615.32812500;96224.63281250;47.02709961
S;SUL;2022-11-27;20459.24218750;16287.04003906;79.60729980
NE;NORDESTE;2022-11-28;51691.22656250;30450.12890625;58.90769958
N;NORTE;2022-11-28;15302.39648438;7937.53515625;51.87120056
SE;SUDESTE;2022-11-28;204615.32812500;95763.15625000;46.80160141
S;SUL;2022-11-28;20459.24218750;16189.66796875;79.13130188
NE;NORDESTE;2022-11-29;51691.22656250;30338.63085938;58.69200134
N;NORTE;2022-11-29;15302.39648438;7925.77978516;51.79439926
SE;SUDESTE;2022-11-29;204615.32812500;95439.68750000;46.64350128
S;SUL;2022-11-29;20459.24218750;16086.00878906;78.62470245
NE;NORDESTE;2022-11-30;51691.22656250;30227.01367188;58.47610092
N;NORTE;2022-11-30;15302.39648438;7932.72412109;51.83980179
SE;SUDESTE;2022-11-30;204615.32812500;95119.78906250;46.48709869
S;SUL;2022-11-30;20459.24218750;15975.73437500;78.08570099
NE;NORDESTE;2022-12-01;51691.22656250;30209.83203125;58.44290161
N;NORTE;2022-12-01;15302.39648438;7951.58398438;51.96300125
SE;SUDESTE;2022-12-01;204615.32812500;94995.43750000;46.42639923
S;SUL;2022-12-01;20459.24218750;15884.32910156;77.63890076
NE;NORDESTE;2022-12-02;51691.22656250;30222.84765625;58.46799850
N;NORTE;2022-12-02;15302.39648438;7978.78515625;52.14080048
SE;SUDESTE;2022-12-02;204615.32812500;94893.96875000;46.37680054
S;SUL;2022-12-02;20459.24218750;15819.25781250;77.32080078
NE;NORDESTE;2022-12-03;51691.22656250;30233.85937500;58.48929977
N;NORTE;2022-12-03;15302.39648438;8061.40478516;52.68069839
SE;SUDESTE;2022-12-03;204615.32812500;94977.41406250;46.41749954
S;SUL;2022-12-03;20459.24218750;15904.79882813;77.73889923
NE;NORDESTE;2022-12-04;51691.22656250;30308.12304688;58.63299942
N;NORTE;2022-12-04;15302.39648438;8189.66406250;53.51879883
SE;SUDESTE;2022-12-04;204615.32812500;95312.30468750;46.58119965
S;SUL;2022-12-04;20459.24218750;15945.72460938;77.93900299
NE;NORDESTE;2022-12-05;51691.22656250;30367.76171875;58.74840164
N;NORTE;2022-12-05;15302.39648438;8319.94335938;54.37020111
SE;SUDESTE;2022-12-05;204615.32812500;95413.17187500;46.63050079
S;SUL;2022-12-05;20459.24218750;16048.60839844;78.44190216
NE;NORDESTE;2022-12-06;51691.22656250;30437.36523438;58.88299942
N;NORTE;2022-12-06;15302.39648438;8403.59082031;54.91680145
SE;SUDESTE;2022-12-06;204615.32812500;95758.22656250;46.79909897
S;SUL;2022-12-06;20459.24218750;16077.94726563;78.58529663
NE;NORDESTE;2022-12-07;51691.22656250;30495.45507813;58.99539948
N;NORTE;2022-12-07;15302.39648438;8436.77832031;55.13370132
SE;SUDESTE;2022-12-07;204615.32812500;96272.23437500;47.05039978
S;SUL;2022-12-07;20459.24218750;16124.52246094;78.81289673
NE;NORDESTE;2022-12-08;51691.22656250;30558.20117188;59.11679840
N;NORTE;2022-12-08;15302.39648438;8447.47265625;55.20360184
SE;SUDESTE;2022-12-08;204615.32812500;96528.68750000;47.17570114
S;SUL;2022-12-08;20459.24218750;16140.48437500;78.89089966
NE;NORDESTE;2022-12-09;51691.22656250;30641.85742188;59.27859879
N;NORTE;2022-12-09;15302.39648438;8451.75683594;55.23160172
SE;SUDESTE;2022-12-09;204615.32812500;96786.96093750;47.30189896
S;SUL;2022-12-09;20459.24218750;16128.89843750;78.83429718
NE;NORDESTE;2022-12-10;51691.22656250;30754.76757813;59.49710083
N;NORTE;2022-12-10;15302.39648438;8491.76171875;55.49300003
SE;SUDESTE;2022-12-10;204615.32812500;97257.01562500;47.53160095
S;SUL;2022-12-10;20459.24218750;16133.25292969;78.85559845
NE;NORDESTE;2022-12-11;51691.22656250;30840.81054688;59.66350174
N;NORTE;2022-12-11;15302.39648438;8577.84667969;56.05559921
SE;SUDESTE;2022-12-11;204615.32812500;97714.12500000;47.75500107
S;SUL;2022-12-11;20459.24218750;16185.36523438;79.11029816
NE;NORDESTE;2022-12-12;51691.22656250;30918.76757813;59.81430054
N;NORTE;2022-12-12;15302.39648438;8553.42480469;55.89599991
SE;SUDESTE;2022-12-12;204615.32812500;97689.78125000;47.74309921
S;SUL;2022-12-12;20459.24218750;16150.89062500;78.94180298
NE;NORDESTE;2022-12-13;51691.22656250;30979.62304688;59.93209839
N;NORTE;2022-12-13;15302.39648438;8488.99121094;55.47489929
SE;SUDESTE;2022-12-13;204615.32812500;98056.79687500;47.92250061
S;SUL;2022-12-13;20459.24218750;16231.13964844;79.33399963
NE;NORDESTE;2022-12-14;51691.22656250;31001.75000000;59.97489929
N;NORTE;2022-12-14;15302.39648438;8462.22558594;55.29999924
SE;SUDESTE;2022-12-14;204615.32812500;98376.86718750;48.07889938
S;SUL;2022-12-14;20459.24218750;16274.69238281;79.54689789
NE;NORDESTE;2022-12-15;51691.22656250;31040.49414063;60.04980087
N;NORTE;2022-12-15;15302.39648438;8454.11328125;55.24700165
SE;SUDESTE;2022-12-15;204615.32812500;98554.69531250;48.16579819
S;SUL;2022-12-15;20459.24218750;16295.77636719;79.64990234
NE;NORDESTE;2022-12-16;51691.22656250;31071.53320313;60.10990143
N;NORTE;2022-12-16;15302.39648438;8445.02929688;55.18759918
SE;SUDESTE;2022-12-16;204615.32812500;98734.71093750;48.25379944
S;SUL;2022-12-16;20459.24218750;16300.49023438;79.67299652
NE;NORDESTE;2022-12-17;51691.22656250;31182.23437500;60.32400131
N;NORTE;2022-12-17;15302.39648438;8450.64257813;55.22430038
SE;SUDESTE;2022-12-17;204615.32812500;99156.09375000;48.45980072
S;SUL;2022-12-17;20459.24218750;16309.67187500;79.71790314
NE;NORDESTE;2022-12-18;51691.22656250;31329.68750000;60.60929871
N;NORTE;2022-12-18;15302.39648438;8452.50585938;55.23649979
SE;SUDESTE;2022-12-18;204615.32812500;99798.95312500;48.77389908
S;SUL;2022-12-18;20459.24218750;16434.17578125;80.32640076
NE;NORDESTE;2022-12-19;51691.22656250;31425.00585938;60.79370117
N;NORTE;2022-12-19;15302.39648438;8454.64941406;55.25049973
SE;SUDESTE;2022-12-19;204615.32812500;100166.34375000;48.95349884
S;SUL;2022-12-19;20459.24218750;16536.10156250;80.82460022
NE;NORDESTE;2022-12-20;51691.22656250;31525.23046875;60.98759842
N;NORTE;2022-12-20;15302.39648438;8460.00976563;55.28549957
SE;SUDESTE;2022-12-20;204615.32812500;100717.68750000;49.22290039
S;SUL;2022-12-20;20459.24218750;16616.41015625;81.21710205
NE;NORDESTE;2022-12-21;51691.22656250;31625.34375000;61.18130112
N;NORTE;2022-12-21;15302.39648438;8470.99023438;55.35729980
SE;SUDESTE;2022-12-21;204615.32812500;101269.74218750;49.49269867
S;SUL;2022-12-21;20459.24218750;16665.05859375;81.45490265
NE;NORDESTE;2022-12-22;51691.22656250;31825.87304688;61.56919861
N;NORTE;2022-12-22;15302.39648438;8473.78320313;55.37549973
SE;SUDESTE;2022-12-22;204615.32812500;101843.03125000;49.77289963
S;SUL;2022-12-22;20459.24218750;16678.04296875;81.51840210
NE;NORDESTE;2022-12-23;51691.22656250;32099.03125000;62.09759903
N;NORTE;2022-12-23;15302.39648438;8473.08789063;55.37099838
SE;SUDESTE;2022-12-23;204615.32812500;102105.91406250;49.90140152
S;SUL;2022-12-23;20459.24218750;16639.18945313;81.32849884
NE;NORDESTE;2022-12-24;51691.22656250;32395.15039063;62.67050171
N;NORTE;2022-12-24;15302.39648438;8501.47656250;55.55649948
SE;SUDESTE;2022-12-24;204615.32812500;102462.18750000;50.07550049
S;SUL;2022-12-24;20459.24218750;16645.41992188;81.35890198
NE;NORDESTE;2022-12-25;51691.22656250;32675.75585938;63.21329880
N;NORTE;2022-12-25;15302.39648438;8593.28027344;56.15639877
SE;SUDESTE;2022-12-25;204615.32812500;102969.83593750;50.32360077
S;SUL;2022-12-25;20459.24218750;16688.82812500;81.57109833
NE;NORDESTE;2022-12-26;51691.22656250;32988.33593750;63.81809998
N;NORTE;2022-12-26;15302.39648438;8688.52734375;56.77890015
SE;SUDESTE;2022-12-26;204615.32812500;103561.53906250;50.61280060
S;SUL;2022-12-26;20459.24218750;16674.66406250;81.50189972
NE;NORDESTE;2022-12-27;51691.22656250;33276.84765625;64.37619781
N;NORTE;2022-12-27;15302.39648438;8739.02343750;57.10889816
SE;SUDESTE;2022-12-27;204615.32812500;104338.75000000;50.99259949
S;SUL;2022-12-27;20459.24218750;16755.00976563;81.89459991
NE;NORDESTE;2022-12-28;51691.22656250;33563.30859375;64.93039703
N;NORTE;2022-12-28;15302.39648438;8807.91894531;57.55910110
SE;SUDESTE;2022-12-28;204615.32812500;105240.29687500;51.43320084
S;SUL;2022-12-28;20459.24218750;16850.51757813;82.36139679
NE;NORDESTE;2022-12-29;51691.22656250;33877.11718750;65.53749847
N;NORTE;2022-12-29;15302.39648438;8887.12597656;58.07669830
SE;SUDESTE;2022-12-29;204615.32812500;106267.51562500;51.93529892
S;SUL;2022-12-29;20459.24218750;16927.13671875;82.73590088
NE;NORDESTE;2022-12-30;51691.22656250;34214.06640625;66.18930054
N;NORTE;2022-12-30;15302.39648438;9037.96093750;59.06240082
SE;SUDESTE;2022-12-30;204615.32812500;107385.33593750;52.48160172
S;SUL;2022-12-30;20459.24218750;17054.55859375;83.35870361
NE;NORDESTE;2022-12-31;51691.22656250;34609.03125000;66.95339966
N;NORTE;2022-12-31;15302.39648438;9224.82714844;60.28350067
SE;SUDESTE;2022-12-31;204615.32812500;108469.87500000;53.01160049
S;SUL;2022-12-31;20459.24218750;17161.55273438;83.88169861
